,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.6862745098039216,1.0,0.0,0.0,0.29411764705882354,0.19607843137254902,0.9509803921568627,0.9754901960784313,1.0,1.0,0.75,0.45098039215686275,1.0,0.6013071895424836,0.8366013071895424
1,0.7575757575757576,1.0,0.0,0.0,0.3977272727272727,0.26515151515151514,0.9621212121212122,0.9810606060606061,1.0,1.0,0.75,0.4621212121212121,1.0,0.616161616161616,0.797979797979798
2,0.7647058823529411,1.0,0.0,0.0,0.40808823529411764,0.27205882352941174,0.9632352941176471,0.9816176470588235,1.0,1.0,0.75,0.4632352941176471,1.0,0.6176470588235292,0.7941176470588235
3,0.7681159420289855,1.0,0.0,0.0,0.41304347826086957,0.2753623188405797,0.9637681159420289,0.9818840579710145,1.0,1.0,0.75,0.463768115942029,1.0,0.6183574879227051,0.7922705314009661
4,0.7714285714285715,1.0,0.0,0.014285714285714285,0.41785714285714287,0.2785714285714286,0.9642857142857143,0.9821428571428571,1.0,1.0,0.75,0.4642857142857143,1.0,0.6190476190476187,0.7904761904761904
5,0.7746478873239436,1.0,0.0,0.028169014084507043,0.4225352112676056,0.28169014084507044,0.9647887323943662,0.9823943661971831,1.0,1.0,0.75,0.4647887323943662,1.0,0.6197183098591547,0.7887323943661971
6,0.7866666666666666,1.0,0.0,0.08,0.44,0.29333333333333333,0.9666666666666667,0.9833333333333333,1.0,1.0,0.75,0.4666666666666667,1.0,0.6088888888888889,0.7822222222222222
7,0.7894736842105263,1.0,0.0,0.09210526315789473,0.4440789473684211,0.29605263157894735,0.9671052631578947,0.9835526315789473,1.0,1.0,0.75,0.46710526315789475,1.0,0.605263157894737,0.7807017543859649
8,0.7922077922077922,1.0,0.0,0.1038961038961039,0.44805194805194803,0.2987012987012987,0.9675324675324676,0.9837662337662337,1.0,1.0,0.75,0.4675324675324675,1.0,0.6017316017316019,0.7792207792207791
9,0.7948717948717948,1.0,0.0,0.11538461538461539,0.4519230769230769,0.30128205128205127,0.967948717948718,0.9839743589743589,1.0,1.0,0.75,0.46794871794871795,1.0,0.5982905982905985,0.7777777777777777
